text,duration,question,answer,speech_path,whisper_transcription
it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection can not be overrated,12.585,What is the significance of tact and skill in training and cultivating the young?,"Tact and skill play a vital role in the training of the young, as well as in cultivating their reason and securing their affection.",LibriSpeech/test-clean/7021/79730/7021-79730-0009.wav,
chapter three as master wishes,3.615,What is the title of the chapter being mentioned here?,"The title of the chapter being mentioned here is ""Chapter Three.""",LibriSpeech/test-clean/8463/294828/8463-294828-0000.wav,
three seconds before the arrival of j b hobson's letter i no more dreamed of chasing the unicorn than of trying for the northwest passage,9.19,Did the person have any intention of chasing the unicorn or trying for the northwest passage before receiving J.B. Hobson's letter? ,"No, three seconds before the arrival of J.B. Hobson's letter, the person had no intention of chasing the unicorn or trying for the northwest passage.",LibriSpeech/test-clean/8463/294828/8463-294828-0001.wav,
even so i had just returned from an arduous journey exhausted and badly needing a rest,6.19,How did the speaker feel after completing their journey?,The speaker felt exhausted and in dire need of rest after their arduous journey.,LibriSpeech/test-clean/8463/294828/8463-294828-0002.wav,
i wanted nothing more than to see my country again my friends my modest quarters by the botanical gardens my dearly beloved collections,9.34,What did the author want more than anything else?,"The author wanted nothing more than to see their country again, their friends, their modest quarters by the botanical gardens, and their dearly beloved collections.",LibriSpeech/test-clean/8463/294828/8463-294828-0003.wav,
but now nothing could hold me back,2.34,What was the speaker's state of mind in the current situation?,The speaker's state of mind was determined and unstoppable.,LibriSpeech/test-clean/8463/294828/8463-294828-0004.wav,
conseil was my manservant,2.44,Who was Conseil?,Conseil was my manservant.,LibriSpeech/test-clean/8463/294828/8463-294828-0005.wav,
from rubbing shoulders with scientists in our little universe by the botanical gardens the boy had come to know a thing or two,7.32,Where did the boy gain knowledge about various things?,The boy gained knowledge from rubbing shoulders with scientists in our little universe by the botanical gardens.,LibriSpeech/test-clean/8463/294828/8463-294828-0006.wav,
classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale,12.96,What was the individual's expertise in regards to classification?,The individual was well versed in the theory of classification.,LibriSpeech/test-clean/8463/294828/8463-294828-0007.wav,
and yet what a fine gallant lad,2.65,How would you describe the person mentioned in the text?,What a fine gallant lad.,LibriSpeech/test-clean/8463/294828/8463-294828-0008.wav,
not once did he comment on the length or the hardships of a journey,4.17,How did he respond to the length or hardships of a journey?,He never commented on the length or the hardships of a journey.,LibriSpeech/test-clean/8463/294828/8463-294828-0009.wav,
never did he object to buckling up his suitcase for any country whatever china or the congo no matter how far off it was,8.34,"Did the person ever refuse to buckle up their suitcase, regardless of the destination?","No, he never objected to buckling up his suitcase for any country, be it China or the Congo, no matter how far off it was.",LibriSpeech/test-clean/8463/294828/8463-294828-0010.wav,
he went here there and everywhere in perfect contentment,3.91,How did he feel while traveling to different places?,"He felt perfect contentment while going here, there, and everywhere.",LibriSpeech/test-clean/8463/294828/8463-294828-0011.wav,
please forgive me for this underhanded way of admitting i had turned forty,4.905,What is the author asking for forgiveness for in this passage?,The author is asking for forgiveness for admitting that they had turned forty in a sneaky or dishonest manner.,LibriSpeech/test-clean/8463/294828/8463-294828-0012.wav,
he was a fanatic on formality and he only addressed me in the third person to the point where it got tiresome,7.2,How did the speaker feel about the person who constantly addressed them in the third person?,The speaker found it tiresome and became frustrated with the person's excessive formality.,LibriSpeech/test-clean/8463/294828/8463-294828-0013.wav,
there was good reason to stop and think even for the world's most emotionless man,5.725,Why was it necessary for even the world's most emotionless man to pause and contemplate?,What was the good reason for the world's most emotionless man to stop and think?,LibriSpeech/test-clean/8463/294828/8463-294828-0014.wav,
conseil i called a third time conseil appeared,4.88,How many times did the person calling Conseil have to call before Conseil appeared?,The person had to call Conseil three times before Conseil appeared.,LibriSpeech/test-clean/8463/294828/8463-294828-0015.wav,
did master summon me he said entering,3.295,Who entered and what did they say?,"The person who entered said, ""Did master summon me?""",LibriSpeech/test-clean/8463/294828/8463-294828-0016.wav,
pack as much into my trunk as you can my traveling kit my suits shirts and socks don't bother counting just squeeze it all in and hurry,9.3,What does the speaker want someone to do with their traveling belongings?,"The speaker wants someone to pack their traveling kit, including suits, shirts, and socks, into their trunk without counting and to do it quickly.",LibriSpeech/test-clean/8463/294828/8463-294828-0017.wav,
we'll deal with them later what,2.9450000000000003,What is mentioned about the task at hand?,"It is stated that ""we'll deal with them later.""",LibriSpeech/test-clean/8463/294828/8463-294828-0018.wav,
anyhow we'll leave instructions to ship the whole menagerie to france,4.53,What are the instructions being mentioned in the English text?,The instructions being mentioned in the English text are regarding shipping the entire menagerie to France.,LibriSpeech/test-clean/8463/294828/8463-294828-0019.wav,
yes we are certainly i replied evasively but after we make a detour,5.915,Did the speaker agree to do something despite their initial reluctance?,"Yes, the speaker agreed to do something after evasively admitting it.",LibriSpeech/test-clean/8463/294828/8463-294828-0020.wav,
